label,message
ham,Can you please send me the report by end of day?
spam,Your account has been suspended. Please verify your details at verify-acc.net to avoid closure.
spam,IMPORTANT: Your insurance claim is ready. Please call 07090201529 for more info.
spam,Dating Service: Someone you know has a secret crush on you. Text 8007 to find out who.
ham,"Hey, what time are we meeting today?"
spam,Private! Your 2003 Account Statement for 1122 shows 450 un-redeemed points. Call 07090201529
ham,"Sorry, I missed your call. I was in a meeting."
spam,Winner! You have won a cash prize of $5000. Call 07090201529 to claim.
ham,Just checking in to see how you're doing.
spam,Get 90% off on your next purchase! Limited time offer at bit.ly/claim-now
ham,"Let's catch up soon, it's been a while."
spam,"URGENT! Your mobile number has won a Holiday. To claim, text YES to 8007."
ham,"I'll be home late tonight, don't wait up for me."
ham,Don't forget to bring the documents for the meeting tomorrow.
ham,Can you please send me the report by end of day?
